ISO_Code,City,AccentCity,Reference_year,Total,Male,Female,Literacy_Rate
dar,darlington woods,Darlington Woods,2006,96,75,31,High
dur,durbin,Durbin,2011,96,43,79,High
eas,east columbus,East Columbus,2000,96,68,69,High
for,fort ritner,Fort Ritner,2016,96,48,20,High
gal,galveston,Galveston,2001,96,57,83,High
lan,landersdale,Landersdale,2000,96,45,24,High
lau,laud,Laud,2014,96,22,42,High
lot,lottick corner,Lottick Corner,2007,96,21,58,High
lyf,lyford,Lyford,2004,96,100,82,High
map,maples,Maples,2012,96,20,31,High
mei,meiks,Meiks,2008,96,56,57,High
nor,norristown,Norristown,2005,96,59,94,High
rus,russiaville,Russiaville,2001,96,74,97,High
smo,smoke corner,Smoke Corner,2011,96,95,87,High
van,van loon,Van Loon,2005,96,88,91,High
van,van nuys,Van Nuys,2001,96,85,21,High
wes,west elwood,West Elwood,2006,96,43,79,High
wes,west petersburg,West Petersburg,2002,96,68,52,High
aur,aurelia,Aurelia,2009,96,48,76,High
car,carnarvon,Carnarvon,2006,96,75,92,High
cla,clarinda,Clarinda,2016,96,93,36,High
den,denova,Denova,2011,96,75,85,High
eag,eagle center,Eagle Center,2005,96,95,91,High
exe,exeelsior,Exeelsior,2007,96,24,99,High
gra,grace hill,Grace Hill,2011,96,79,75,High
har,hard scratch,Hard Scratch,2005,96,48,35,High
lis,liscomb,Liscomb,2008,96,67,90,High
map,maple river,Maple River,2010,96,99,96,High
nas,nashua,Nashua,2015,96,76,59,High
pan,panorama park,Panorama Park,2009,96,37,62,High
say,saylor,Saylor,2006,96,48,28,High
str,strahan,Strahan,2005,96,42,71,High
bax,baxter junction,Baxter Junction,2011,96,45,68,High
bel,belvue,Belvue,2015,96,31,24,High
han,hanston,Hanston,2007,96,68,76,High
shi,shipton,Shipton,2017,96,87,53,High
tes,tescott,Tescott,2010,96,73,39,High
van,van arsdale,Van Arsdale,2000,96,79,63,High
wea,wea,Wea,2012,96,65,91,High
bar,barthell,Barthell,2001,96,45,68,High
bla,blackjoe,Blackjoe,2003,96,45,55,High
bro,bronston,Bronston,2012,96,45,24,High
but,buttonsberry,Buttonsberry,2004,96,92,40,High
car,carrsville,Carrsville,2005,96,39,46,High
con,consolation,Consolation,2003,96,23,99,High
cop,copebranch,Copebranch,2005,96,92,55,High
dre,drennon springs,Drennon Springs,2015,96,67,27,High
eve,eve,Eve,2002,96,93,23,High
fou,four oaks,Four Oaks,2003,96,37,89,High
ful,fulgham,Fulgham,2008,96,76,47,High
gee,gee,Gee,2003,96,84,52,High
gul,gullett,Gullett,2010,96,38,22,High
heb,hebbardsville,Hebbardsville,2009,96,29,40,High
mar,marrowbone,Marrowbone,2005,96,54,60,High
mit,mitchell landing,Mitchell Landing,2008,96,53,39,High
mor,moranburg,Moranburg,2009,96,22,24,High
pri,pritchardsville,Pritchardsville,2011,96,96,52,High
ril,rileyville,Rileyville,2003,96,28,84,High
roc,rockhouse,Rockhouse,2006,96,52,42,High
roo,rooney,Rooney,2011,96,70,28,High
san,sand lick,Sand Lick,2013,96,74,47,High
sir,sirocco,Sirocco,2010,96,49,22,High
ski,skillman,Skillman,2003,96,59,29,High
str,straight creek,Straight Creek,2007,96,49,98,High
swa,swallowfield,Swallowfield,2008,96,96,90,High
tim,timsley,Timsley,2015,96,68,40,High
tou,touristville,Touristville,2003,96,61,63,High
ula,ula,Ula,2005,96,85,68,High
var,varney,Varney,2002,96,35,70,High
wal,waltz,Waltz,2008,96,29,50,High
wit,wittensville,Wittensville,2016,96,53,47,High
all,allemand,Allemand,2015,96,92,50,High
alm,almadane,Almadane,2010,96,87,72,High
arn,arnaudville,Arnaudville,2000,96,77,39,High
bas,baskinton,Baskinton,2017,96,27,72,High
bat,baton rouge,Baton Rouge,2015,96,48,62,High
bee,bee bayou,Bee Bayou,2010,96,98,88,High
bre,brewtons mill,Brewtons Mill,2014,96,90,41,High
cad,cadeville,Cadeville,2006,96,38,67,High
cae,caernarvon,Caernarvon,2016,96,50,88,High
cha,charmingdale,Charmingdale,2001,96,85,50,High
del,delacroix,Delacroix,2005,96,63,23,High
elk,elks,Elks,2005,96,43,65,High
elm,elm park,Elm Park,2008,96,94,25,High
eva,evangeline,Evangeline,2003,96,95,99,High
fel,feliciana,Feliciana,2007,96,30,20,High
fri,frierson,Frierson,2006,96,58,32,High
gen,gentilly,Gentilly,2000,96,88,59,High
gra,grand chenier,Grand Chenier,2011,96,21,87,High
lak,lake charles,Lake Charles,2002,96,85,55,High
nao,naomi,Naomi,2007,96,97,90,High
nes,nesser,Nesser,2005,96,74,84,High
pit,pitkin,Pitkin,2016,96,63,22,High
sar,sarah plantation,Sarah Plantation,2002,96,83,25,High
sav,savoie,Savoie,2003,96,31,43,High
sik,sikes,Sikes,2007,96,57,84,High
spa,spanish fort,Spanish Fort,2009,96,46,81,High
ste,stevensdale,Stevensdale,2011,96,75,25,High
tat,tate cove,Tate Cove,2010,96,42,60,High
urs,ursa,Ursa,2015,96,78,76,High
wil,wilman,Wilman,2000,96,31,57,High
bed,bedell crossing,Bedell Crossing,2007,96,46,99,High
chi,china,China,2014,96,49,46,High
dir,dirigo corner,Dirigo Corner,2014,96,36,86,High
dre,dresden mills,Dresden Mills,2004,96,44,92,High
eas,east baldwin mattocks station,East Baldwin Mattocks Station,2008,96,35,49,High
eas,east bethel,East Bethel,2002,96,88,75,High
est,estcourt,Estcourt,2011,96,64,94,High
goo,goose rocks,Goose Rocks,2008,96,46,23,High
gra,grants turn,Grants Turn,2008,96,32,54,High
isl,island falls,Island Falls,2010,96,50,68,High
kno,knowles corner,Knowles Corner,2005,96,31,97,High
lin,lincoln mills,Lincoln Mills,2017,96,55,26,High
lit,litchfield corners,Litchfield Corners,2007,96,97,68,High
lit,litchfield plains,Litchfield Plains,2005,96,98,62,High
mar,martin corner,Martin Corner,2008,96,21,99,High
med,medway,Medway,2010,96,90,78,High
nor,north vassalboro,North Vassalboro,2007,96,41,65,High
par,parent,Parent,2000,96,45,76,High
pay,payneton,Payneton,2011,96,58,31,High
six,six mile falls,Six Mile Falls,2006,96,78,80,High
sou,south gray,South Gray,2005,96,83,75,High
sto,storers corner,Storers Corner,2010,96,91,23,High
tun,tunk lake,Tunk Lake,2007,96,95,60,High
wes,west hampden,West Hampden,2009,96,41,58,High
win,winterport,Winterport,2008,96,93,31,High
ame,amelano manor,Amelano Manor,2000,96,51,21,High
ann,annetta gardens,Annetta Gardens,2000,96,43,36,High
bac,bacon hall,Bacon Hall,2012,96,33,38,High
bay,bay view mobile home park,Bay View Mobile Home Park,2011,96,100,67,High
ben,bentwillow heights,Bentwillow Heights,2012,96,87,48,High
cap,cape arthur,Cape Arthur,2005,96,39,81,High
car,carroll manor ridge,Carroll Manor Ridge,2001,96,36,47,High
cas,castle haven,Castle Haven,2009,96,58,98,High
chi,chillum gardens,Chillum Gardens,2012,96,57,23,High
chu,churchton,Churchton,2008,96,52,46,High
cou,country lakes,Country Lakes,2011,96,56,65,High
cow,cowdensville,Cowdensville,2003,96,63,41,High
dar,darleigh manor,Darleigh Manor,2012,96,86,89,High
dul,dulaney gate,Dulaney Gate,2002,96,76,46,High
dup,dupont heights,Dupont Heights,2008,96,24,81,High
for,forge acres,Forge Acres,2016,96,51,73,High
fre,freedom village,Freedom Village,2009,96,36,47,High
ger,gerard plaza,Gerard Plaza,2000,96,83,23,High
gol,golden fleece estates,Golden Fleece Estates,2002,96,98,70,High
gre,greenholly,Greenholly,2009,96,37,92,High
hal,halifax heights,Halifax Heights,2009,96,21,85,High
hav,haverford,Haverford,2010,96,82,83,High
her,hermitage hill,Hermitage Hill,2006,96,52,78,High
hig,highlands of olney,Highlands Of Olney,2007,96,27,67,High
hom,homecrest,Homecrest,2011,96,34,76,High
hor,horseshoe estates,Horseshoe Estates,2011,96,25,88,High
ilc,ilchester,Ilchester,2017,96,51,73,High
ken,kensington heights,Kensington Heights,2012,96,67,80,High
ken,kensington view,Kensington View,2006,96,86,25,High
key,keys farm,Keys Farm,2001,96,95,67,High
kin,kindler estates,Kindler Estates,2001,96,48,81,High
mag,magothy beach,Magothy Beach,2000,96,66,62,High
man,manor,Manor,2000,96,80,45,High
mar,market square north,Market Square North,2009,96,42,72,High
mau,mauck farm estates,Mauck Farm Estates,2000,96,91,25,High
mea,meadow woods estates,Meadow Woods Estates,2006,96,37,21,High
mea,meadowview park,Meadowview Park,2016,96,44,59,High
mid,middlebrook mobile home park,Middlebrook Mobile Home Park,2016,96,80,89,High
mid,midway mobile home park,Midway Mobile Home Park,2012,96,77,49,High
mil,mill green,Mill Green,2007,96,34,71,High
mor,morris hills,Morris Hills,2002,96,26,48,High
mou,mount calvert,Mount Calvert,2008,96,50,37,High
mys,mystic harbor,Mystic Harbor,2014,96,42,35,High
new,new addition,New Addition,2009,96,30,90,High
nor,normandy heights,Normandy Heights,2010,96,71,72,High
oli,olivet hill,Olivet Hill,2011,96,49,64,High
pen,penwick village,Penwick Village,2006,96,32,51,High
red,red hill estates,Red Hill Estates,2005,96,20,38,High
rol,rollins park,Rollins Park,2011,96,20,70,High
ros,roslyn station,Roslyn Station,2003,96,60,21,High
ros,ross run estates,Ross Run Estates,2008,96,78,53,High
sev,severn crossroads,Severn Crossroads,2007,96,48,41,High
sla,slacks corner,Slacks Corner,2015,96,36,28,High
sny,snydersburg manor,Snydersburg Manor,2010,96,88,85,High
spr,spring house estates,Spring House Estates,2004,96,75,49,High
spr,springhill lake,Springhill Lake,2011,96,37,82,High
sui,suitland manor,Suitland Manor,2017,96,32,74,High
swa,swan haven,Swan Haven,2017,96,76,41,High
tow,town point estates,Town Point Estates,2000,96,49,70,High
twi,twin brook estates,Twin Brook Estates,2016,96,51,97,High
val,valentine creek,Valentine Creek,2002,96,54,65,High
vil,village green estates,Village Green Estates,2006,96,100,82,High
wai,waibelwood park,Waibelwood Park,2005,96,32,45,High
wel,wellington valley,Wellington Valley,2005,96,78,72,High
wes,west friendship,West Friendship,2010,96,22,52,High
whi,white marsh station,White Marsh Station,2012,96,77,81,High
win,windy knolls,Windy Knolls,2000,96,62,47,High
woo,woodyard,Woodyard,2004,96,74,89,High
adm,admirals hill,Admirals Hill,2016,96,100,87,High
ash,ashleyville,Ashleyville,2000,96,78,75,High
ath,athol junction,Athol Junction,2017,96,71,49,High
bow,bowenville,Bowenville,2017,96,51,72,High
bur,burtts crossing,Burtts Crossing,2008,96,81,39,High
cod,codfish park,Codfish Park,2006,96,41,66,High
com,cominsville,Cominsville,2004,96,61,30,High
egr,egremont plain,Egremont Plain,2008,96,34,80,High
gre,great swamp,Great Swamp,2017,96,80,94,High
han,handy four corners,Handy Four Corners,2014,96,20,57,High
lan,lanesborough,Lanesborough,2007,96,95,34,High
lev,leverett station,Leverett Station,2008,96,89,33,High
mac,macombers corner,Macombers Corner,2009,96,69,32,High
mon,montague station,Montague Station,2002,96,85,35,High
nor,norton grove,Norton Grove,2004,96,74,38,High
pal,palmer center,Palmer Center,2002,96,29,80,High
paw,pawtucketville,Pawtucketville,2012,96,61,63,High
pli,plimoth commons mobile home park,Plimoth Commons Mobile Home Park,2011,96,37,58,High
qui,quissett,Quissett,2000,96,68,99,High
wes,wessonville,Wessonville,2005,96,85,23,High
wes,west chatham,West Chatham,2005,96,53,28,High
whe,wheatleigh,Wheatleigh,2000,96,75,96,High
ama,amasa,Amasa,2001,96,36,22,High
big,big bay,Big Bay,2017,96,34,38,High
del,delray,Delray,2003,96,82,93,High
eas,eastpointe,Eastpointe,2014,96,44,20,High
fiv,five lakes,Five Lakes,2013,96,75,49,High
gib,gibbs city,Gibbs City,2001,96,65,78,High
goo,good hart,Good Hart,2002,96,41,94,High
hou,houseman,Houseman,2004,96,94,33,High
pea,peatville,Peatville,2013,96,36,76,High
rap,rapson,Rapson,2007,96,86,77,High
ree,reed city,Reed City,2000,96,55,88,High
ska,skandia station,Skandia Station,2000,96,78,37,High
web,webberville,Webberville,2003,96,28,90,High
wes,west tamarack,West Tamarack,2007,96,63,85,High
woo,woodlawn beach,Woodlawn Beach,2013,96,95,69,High
moo,moongael,Moongael,2010,96,75,81,High
nan,nan dapang,Nan Dapang,2008,96,93,26,High
nan,nanriohk,Nanriohk,2008,96,51,63,High
nga,ngariy,Ngariy,2002,96,40,60,High
pah,pahina,Pahina,2008,96,65,54,High
pei,pein semwei,Pein Semwei,2013,96,74,31,High
poh,pohnlangas,Pohnlangas,2014,96,38,71,High
rew,rewo,Rewo,2002,96,45,56,High
sia,sialat,Sialat,2004,96,55,23,High
tag,tageegiin,Tageegiin,2002,96,69,48,High
alv,alvwood,Alvwood,2014,96,43,50,High
bra,bratsberg,Bratsberg,2003,96,46,68,High
bri,brittmount,Brittmount,2005,96,62,71,High
clo,clotho,Clotho,2008,96,44,56,High
dad,dads corner,Dads Corner,2009,96,71,46,High
fer,fergus falls,Fergus Falls,2000,96,56,81,High
for,foreston,Foreston,2000,96,85,80,High
gol,goldenrod,Goldenrod,2010,96,63,75,High
hau,haug,Haug,2000,96,67,26,High
hay,hayfield,Hayfield,2017,96,75,33,High
len,lengby,Lengby,2017,96,76,31,High
ros,roseau,Roseau,2014,96,66,86,High
toi,toimi,Toimi,2001,96,40,21,High
wab,wabasha,Wabasha,2009,96,99,22,High
ans,anse,Anse,2009,96,75,59,High
bea,beatline,Beatline,2003,96,58,72,High
bet,bett,Bett,2000,96,40,80,High
bir,birdie,Birdie,2001,96,33,77,High
coh,cohay,Cohay,2017,96,68,48,High
cul,cullum,Cullum,2011,96,81,60,High
ear,earlyville,Earlyville,2013,96,39,40,High
faw,fawn meadows,Fawn Meadows,2003,96,20,32,High
fly,flynt,Flynt,2011,96,34,75,High
mar,martin bluff,Martin Bluff,2011,96,83,45,High
mcc,mccallum,Mccallum,2003,96,26,64,High
new,newmans grove,Newmans Grove,2006,96,72,81,High
old,old americus,Old Americus,2007,96,61,31,High
osy,osyka,Osyka,2006,96,28,84,High
ros,roseneath,Roseneath,2012,96,40,72,High
rus,rushing,Rushing,2006,96,55,37,High
san,santee,Santee,2017,96,48,96,High
suc,success,Success,2002,96,28,73,High
aco,acorn ridge,Acorn Ridge,2005,96,36,83,High
ana,anabel,Anabel,2013,96,39,88,High
cho,chouteau springs,Chouteau Springs,2000,96,94,21,High
cla,clarksdale,Clarksdale,2004,96,60,89,High
col,college mound,College Mound,2008,96,59,28,High
cre,creek nation,Creek Nation,2016,96,37,31,High
dar,dardenne prairie,Dardenne Prairie,2000,96,39,40,High
eas,east lynne,East Lynne,2001,96,86,48,High
edi,edina,Edina,2011,96,53,51,High
elk,elkland,Elkland,2000,96,97,67,High
gin,ginger blue,Ginger Blue,2009,96,25,34,High
jac,jack,Jack,2016,96,72,83,High
mar,maryland heights,Maryland Heights,2013,96,66,55,High
mce,mcelyea place,Mcelyea Place,2013,96,27,48,High
mou,mount freedom,Mount Freedom,2006,96,81,26,High
myr,myrick,Myrick,2003,96,47,28,High
ogb,ogborn,Ogborn,2012,96,91,42,High
osb,osborn crossing,Osborn Crossing,2013,96,99,88,High
oza,ozark junction,Ozark Junction,2012,96,54,67,High
per,peruque,Peruque,2015,96,21,72,High
ple,pleasant retreat,Pleasant Retreat,2007,96,78,31,High
rim,rimby,Rimby,2006,96,64,66,High
tig,tightwad,Tightwad,2000,96,51,53,High
bel,bellevue manor trailer park,Bellevue Manor Trailer Park,2009,96,48,98,High
big,big sky mountain village,Big Sky Mountain Village,2005,96,42,50,High
dee,deer lodge,Deer Lodge,2001,96,50,37,High
fou,four range,Four Range,2017,96,70,100,High
gla,glacier colony,Glacier Colony,2016,96,52,22,High
gle,glendale colony,Glendale Colony,2005,96,74,68,High
jud,judith gap,Judith Gap,2000,96,43,71,High
kin,kingsbury colony,Kingsbury Colony,2014,96,87,40,High
mou,mountain valley trailer court,Mountain Valley Trailer Court,2005,96,62,70,High
red,red top,Red Top,2016,96,23,28,High
ber,bertrand,Bertrand,2017,96,73,42,High
hav,havens,Havens,2011,96,39,83,High
hen,hendley,Hendley,2009,96,71,52,High
lei,leigh,Leigh,2004,96,45,31,High
mac,mackels mobile home court,Mackels Mobile Home Court,2008,96,49,81,High
mea,meadow grove,Meadow Grove,2002,96,74,98,High
neb,nebraska boys ranch,Nebraska Boys Ranch,2003,96,68,81,High
pin,pine acre mobile home park,Pine Acre Mobile Home Park,2008,96,78,37,High
pon,ponderosa village mobile home park,Ponderosa Village Mobile Home Park,2016,96,59,100,High
sto,stockville,Stockville,2016,96,83,80,High
wee,weeping water,Weeping Water,2015,96,43,35,High
adv,adverse,Adverse,2005,96,31,43,High
cam,camp douglas,Camp Douglas,2011,96,96,22,High
fla,flat nose,Flat Nose,2013,96,96,27,High
haf,hafed,Hafed,2014,96,61,98,High
joh,johnson lane,Johnson Lane,2002,96,57,52,High
rhy,rhyolite,Rhyolite,2007,96,42,24,High
tem,tempiute,Tempiute,2008,96,98,83,High
bal,balloch,Balloch,2002,96,45,46,High
dum,dummer,Dummer,2004,96,20,25,High
hem,hemlock center,Hemlock Center,2013,96,87,28,High
pie,pierce bridge,Pierce Bridge,2003,96,63,47,High
wes,west brookline,West Brookline,2000,96,89,76,High
bay,bayway,Bayway,2003,96,42,69,High
bri,brielle,Brielle,2004,96,67,68,High
coo,coontown,Coontown,2001,96,38,35,High
don,donlontown,Donlontown,2014,96,81,80,High
ewi,ewingville,Ewingville,2002,96,86,20,High
hil,hillsborough,Hillsborough,2016,96,37,87,High
hol,holcomb mills,Holcomb Mills,2017,96,67,58,High
jac,jacksons mills,Jacksons Mills,2005,96,54,55,High
mah,mahwah,Mahwah,2007,96,42,64,High
nor,north plainfield,North Plainfield,2001,96,46,59,High
pit,pitman,Pitman,2012,96,84,82,High
was,washington valley,Washington Valley,2001,96,47,56,High
waw,wawayanda,Wawayanda,2013,96,43,62,High
wes,west mahwah,West Mahwah,2001,96,53,32,High
cen,center mill,Center Mill,2006,96,74,69,High
fou,four wells,Four Wells,2016,96,65,41,High
jim,jim robinson,Jim Robinson,2000,96,41,34,High
la ,la lande,La Lande,2017,96,89,88,High
las,las palomas,Las Palomas,2016,96,20,59,High
lim,limitar,Limitar,2013,96,61,28,High
lit,little water,Little Water,2000,96,86,25,High
mim,mimbres,Mimbres,2008,96,51,35,High
ped,pedernal,Pedernal,2001,96,57,90,High
pie,pie town,Pie Town,2004,96,46,66,High
ros,rosebud farms,Rosebud Farms,2016,96,75,30,High
san,sandia vista,Sandia Vista,2009,96,52,36,High
tur,turquoise,Turquoise,2003,96,96,28,High
alp,alpina,Alpina,2006,96,90,49,High
ann,annadale,Annadale,2016,96,84,54,High
ant,antwerp,Antwerp,2003,96,91,69,High
ark,arkport,Arkport,2001,96,57,89,High
bar,barryville,Barryville,2010,96,34,36,High
bin,bingham mills,Bingham Mills,2004,96,86,65,High
bon,bonni castle,Bonni Castle,2001,96,52,100,High
bri,brisben,Brisben,2004,96,76,87,High
bun,bundy crossing,Bundy Crossing,2005,96,68,93,High
cad,cadosia,Cadosia,2017,96,86,61,High
cas,castile,Castile,2009,96,47,100,High
cay,cayuga,Cayuga,2004,96,29,85,High
che,chenango lake,Chenango Lake,2001,96,83,78,High
coc,cochecton center,Cochecton Center,2008,96,33,43,High
cre,creeklocks,Creeklocks,2015,96,54,45,High
cro,cropseyville,Cropseyville,2011,96,99,47,High
eas,east cobleskill,East Cobleskill,2015,96,30,58,High
eas,east elma,East Elma,2007,96,78,24,High
eas,east homer,East Homer,2002,96,57,85,High
for,fort hunter,Fort Hunter,2007,96,43,77,High
fre,freedom plains,Freedom Plains,2005,96,42,88,High
ger,gerard park,Gerard Park,2010,96,24,63,High
gle,glen wild,Glen Wild,2012,96,58,25,High
gre,great neck plaza,Great Neck Plaza,2003,96,94,27,High
gro,groveville,Groveville,2002,96,70,36,High
hat,hatchs corners,Hatchs Corners,2008,96,73,38,High
hon,honk hill,Honk Hill,2017,96,99,84,High
mal,malden-on-hudson,Malden-On-Hudson,2013,96,80,96,High
map,maplehurst,Maplehurst,2017,96,59,82,High
min,minoa,Minoa,2002,96,44,42,High
nau,nauraushaun,Nauraushaun,2013,96,90,61,High
nev,neversink,Neversink,2001,96,91,58,High
nic,nichols corners,Nichols Corners,2004,96,82,58,High
nor,north bolton,North Bolton,2003,96,95,59,High
nor,north gates,North Gates,2012,96,93,67,High
nor,north java,North Java,2005,96,70,21,High
nor,north nassau,North Nassau,2004,96,40,31,High
nor,north sanford,North Sanford,2013,96,79,95,High
oot,oot park,Oot Park,2002,96,37,89,High
pad,paddy hill,Paddy Hill,2000,96,29,89,High
pal,palenville,Palenville,2006,96,69,31,High
pet,petries corners,Petries Corners,2013,96,96,98,High
ros,rose grove,Rose Grove,2013,96,23,86,High
rot,rotterdam junction,Rotterdam Junction,2005,96,77,50,High
sou,south albany,South Albany,2007,96,54,71,High
sou,south olean,South Olean,2002,96,72,71,High
ste,steinbeck corners,Steinbeck Corners,2017,96,52,37,High
tab,taborton,Taborton,2013,96,52,28,High
tan,tannersville,Tannersville,2007,96,89,69,High
uni,union corners,Union Corners,2011,96,34,86,High
wes,west sand lake,West Sand Lake,2012,96,48,98,High
wes,westerleigh,Westerleigh,2016,96,22,95,High
ban,banoak,Banoak,2012,96,27,29,High
bel,belvedere,Belvedere,2009,96,33,99,High
bet,bethany crossroads,Bethany Crossroads,2013,96,64,72,High
cam,camp seagull,Camp Seagull,2004,96,100,89,High
cas,casville,Casville,2003,96,50,83,High
cla,clarrissa,Clarrissa,2000,96,30,52,High
coo,cooleemee,Cooleemee,2011,96,27,41,High
dob,dobbersville,Dobbersville,2014,96,26,30,High
eas,east marion,East Marion,2003,96,51,43,High
eva,evans park,Evans Park,2005,96,36,45,High
eve,everetts mill,Everetts Mill,2002,96,75,35,High
gur,gurganus,Gurganus,2006,96,61,47,High
haz,hazelwood park,Hazelwood Park,2003,96,86,34,High
