City,Ease_of_Transport_Rank,Transport_level
Cynthiana,27105,High
Daisy Hill,27106,High
Danes,27107,High
Dark Hollow,27108,High
Darlington Woods,27109,High
Darrough Chapel,27110,High
Davy,27111,High
Daylight,27112,High
Dawnbury,27113,High
De Camp Gardens,27114,High
De Gonia Springs,27115,High
Defries Landing,27116,High
Demotte,27117,High
Deacon,27118,High
Decker,27119,High
Decker Chapel,27120,High
Dead Mans Crossing,27121,High
Deer Mill,27122,High
Delaware Trails,27123,High
Delp,27124,High
Delphi,27125,High
Deedsville,27126,High
Deming,27127,High
Denny Corner,27128,High
Deming Park,27129,High
Deputy,27130,High
Deuchars,27131,High
Deming Woods,27132,High
Dewberry,27133,High
Dickeyville,27134,High
Dillman,27135,High
Dillsboro,27136,High
Dillsboro Station,27137,High
Denham,27138,High
Depauw,27139,High
Dinwiddie,27140,High
Disko,27141,High
Dodds Bridge,27142,High
Dolan,27143,High
Domestic,27144,High
Doolittle Mills,27145,High
Door Village,27146,High
Dooville,27147,High
Dover Hill,27148,High
Downey Corner,27149,High
Downeyville,27150,High
Doans,27151,High
Doyle Ferguson,27152,High
Dreamwold Heights,27153,High
Drewersburg,27154,High
Drexel Gardens,27155,High
Driftwood Hills,27156,High
Duane Yards,27157,High
Dubois Crossroads,27158,High
Dudleytown,27159,High
Dune Acres,27160,High
Dune Acres Station,27161,High
Duneland Beach,27162,High
Dunfee,27163,High
Dunkirk,27164,High
Dunlapsville,27165,High
Dunn Mill,27166,High
Dunns Bridge,27167,High
Dunreith,27168,High
Dwenger Field,27169,High
Eagletown,27170,High
Eaglewood Estates,27171,High
Eames,27172,High
Earl Park,27173,High
Early Station,27174,High
East Chicago,27175,High
East Columbus,27176,High
East Enterprise,27177,High
East Germantown,27178,High
East Glenn,27179,High
East Lake Estates,27180,High
East Liberty,27181,High
East Monticello,27182,High
East Mount Carmel,27183,High
East Oolitic,27184,High
East Park,27185,High
East Shelburn,27186,High
East Union,27187,High
Eastern Heights,27188,High
Eastpoint Terminal,27189,High
Eastwitch,27190,High
Easytown,27191,High
Eby,27192,High
Echo Crest,27193,High
Eckerty,27194,High
Edgerton,27195,High
Edgewood Lake,27196,High
Edgewood Village,27197,High
Edinburgh,27198,High
Edna Mills,27199,High
Edwardsport,27200,High
Eel River,27201,High
Egans Point,27202,High
Ege,27203,High
Egg Harbor,27204,High
Ehrmandale,27205,High
Ekin,27206,High
Elberfeld,27207,High
Elizaville,27208,High
Elkinsville,27209,High
Ellettsville,27210,High
Elliston,27211,High
Elm Tree Crossroads,27212,High
Elmdale,27213,High
Elston,27214,High
Elwren,27215,High
Emison,27216,High
English Lake,27217,High
Enochsburg,27218,High
Enos Corner,27219,High
Epsom,27220,High
Epworth Forest,27221,High
Erskine Station,27222,High
Etna Green,27223,High
Everroad Park,27224,High
Exchange,27225,High
Extension Heights,27226,High
Fair Acres,27227,High
Fairfield Center,27228,High
Fairview Park,27229,High
Fairwood Hills,27230,High
Fall Creek Highland,27231,High
Farabee,27232,High
Farlen,27233,High
Farleys Addition,27234,High
Farmers Retreat,27235,High
Farmersburg,27236,High
Farmland,27237,High
Fayne Siding,27238,High
Federal Hill,27239,High
Fenn Haven,27240,High
Fenns,27241,High
Ferguson Hill,27242,High
Fewell Rhoades,27243,High
Fiat,27244,High
Fickle,27245,High
Fincastle,27246,High
Fish Lake,27247,High
Fishers,27248,High
Fishersburg,27249,High
Fisherville,27250,High
Fishtown,27251,High
Fiskville,27252,High
Five Points Corner,27253,High
Flackville,27254,High
Flat Iron,27255,High
Flat Rock Park,27256,High
Flax,27257,High
Fleener,27258,High
Floyds Knobs,27259,High
Folsomville,27260,High
Fontanet,27261,High
Foraker,27262,High
Foresman,27263,High
Forest Park Heights,27264,High
Fort Branch,27265,High
Fort Ritner,27266,High
Fort Wayne,27267,High
Fosters Ridge,27268,High
Fountain City,27269,High
Fountain Park,27270,High
Fountaintown,27271,High
Four Presidents Corners,27272,High
Fowlerton,27273,High
Francesville,27274,High
Frankton,27275,High
Free,27276,High
Freeland Park,27277,High
Freelandville,27278,High
French Lick,27279,High
Friendly Corner,27280,High
Friendswood,27281,High
Fritchton,27282,High
Fritz Corner,27283,High
Fulda,27284,High
Furnace,27285,High
Furnessville,27286,High
Galader Station,27287,High
Galloways Station,27288,High
Galveston,27289,High
Gambill,27290,High
Garden Village,27291,High
Garyton,27292,High
Gas City,27293,High
Gasburg,27294,High
Gatchel,27295,High
Gates Corner,27296,High
Gatesville,27297,High
Gaynorsville,27298,High
Geetingsville,27299,High
Gehring And Gumz Ditch,27300,High
Gentryville,27301,High
Gessie,27302,High
Gilmer Park,27303,High
Gilmour,27304,High
Gimco City,27305,High
Gingrich Addition,27306,High
Gings,27307,High
Giro,27308,High
Gladens Corner,27309,High
Glen Ayre,27310,High
Glen Cliff,27311,High
Glenhall,27312,High
Glenn Ayr,27313,High
Glenns Valley,27314,High
Glezen,27315,High
Glidas,27316,High
Glyn Ellen,27317,High
Goblesville,27318,High
Gnaw Bone,27319,High
Golden Hill,27320,High
Goldsmith,27321,High
Goodwins Corner,27322,High
Gooseport,27323,High
Gospel Grove,27324,High
Gowdy,27325,High
Grabill,27326,High
Graham Valley,27327,High
Graham Woods,27328,High
Grammer,27329,High
Grandview Lake,27330,High
Grange Corner,27331,High
Granger,27332,High
Grant City,27333,High
Grass Creek,27334,High
Gravel Beach,27335,High
Gravelton,27336,High
Gray Junction,27337,High
Grayford,27338,High
Green Center,27339,High
Green Oak,27340,High
Greencastle,27341,High
Greene,27342,High
Greenfield Mills,27343,High
Greens Fork,27344,High
Greensburg,27345,High
Greentown,27346,High
Grismore,27347,High
Groomsville,27348,High
Grovertown,27349,High
Gudgel,27350,High
Guise Park,27351,High
Gulivoire Park,27352,High
Gurley Corner,27353,High
Gurley Landing,27354,High
Gwynneville,27355,High
Hackleman,27356,High
Hagerstown,27357,High
Haglund,27358,High
Haleysbury,27359,High
Hall,27360,High
Halls Corners,27361,High
Hancock Chapel,27362,High
Hancock Corner,27363,High
Haney Corner,27364,High
Hanfield,27365,High
Hanging Grove,27366,High
Hangman Crossing,27367,High
Hanover Beach,27368,High
Happy Hollow Heights,27369,High
Hardingrove,27370,High
Hardinsburg,27371,High
Harlan,27372,High
Harlansburg,27373,High
Harley,27374,High
Harley Siding,27375,High
Harmeson Heights,27376,High
Harrison Grange,27377,High
Harrison Lake,27378,High
Harrodsburg,27379,High
Hartford City,27380,High
Hartleyville,27381,High
Hartsdale,27382,High
Hartwell Junction,27383,High
Hartzel,27384,High
Harveysburg,27385,High
Hashtown,27386,High
Haubstadt,27387,High
Hawthorn Hills,27388,High
Hawthorne Hills,27389,High
Hawton,27390,High
Haysville Corner,27391,High
Hazel College,27392,High
Hazelrigg,27393,High
Hazleton,27394,High
Headlee,27395,High
Hedrick,27396,High
Heilman,27397,High
Helmcrest,27398,High
Helmsburg,27399,High
Heltonville,27400,High
Hemenway,27401,High
Hemlock,27402,High
Hendricksville,27403,High
Hepburn,27404,High
Herbamount,27405,High
Herbst,27406,High
Herr,27407,High
Hessen Cassel,27408,High
Hesston,27409,High
Hessville,27410,High
Heusler,27411,High
Hi-View Addition,27412,High
Hickory Corner,27413,High
Hickory Island,27414,High
Highbank Town,27415,High
Highbanks,27416,High
Highets Corner,27417,High
Highland Center,27418,High
Highlands Park,27419,High
Highwoods,27420,High
Hildebrand Village,27421,High
Hillcrest Terrace,27422,High
Hillham,27423,High
Hillisburg,27424,High
Hilltown,27425,High
Hindostan,27426,High
Hindostan Falls,27427,High
Hindustan,27428,High
Hirt Corner,27429,High
Hiser,27430,High
Hitchcock,27431,High
Hoagland,27432,High
Hobbieville,27433,High
Hobbs,27434,High
Hogtown,27435,High
Hoffman Crossing,27436,High
Holaday Hills And Dales,27437,High
Holida,27438,High
Hollandsburg,27439,High
Holton,27440,High
Home Corner,27441,High
Home Place,27442,High
Homecroft,27443,High
Honduras,27444,High
Hooker Corner,27445,High
Hoosier Acres,27446,High
Hoosierville,27447,High
Hoover Crest,27448,High
Hoover Park,27449,High
Hortonville,27450,High
Hovey,27451,High
Howesville,27452,High
Hubbell,27453,High
Hubbells Corner,27454,High
Hudnut,27455,High
Hudson Lake,27456,High
Hudsonville,27457,High
Hunter Corner,27458,High
Hunter Switch,27459,High
Huntersville,27460,High
Huntertown,27461,High
Huntingburg,27462,High
Hurlburt,27463,High
Hursh,27464,High
Hymera,27465,High
Hyndsdale,27466,High
Idaville,27467,High
Idlewold,27468,High
Ijamsville,27469,High
Ilene,27470,High
Illinoi,27471,High
Imperial Hills,27472,High
Independence Hill,27473,High
Indian Creek Estates,27474,High
Indian Creek Settlement,27475,High
Indian Heights,27476,High
Indiana Beach,27477,High
Indiana Harbor,27478,High
Ingallston,27479,High
Inglefield,27480,High
Ireland,27481,High
Island City,27482,High
Iva,27483,High
Ivy Hills,27484,High
Jackson Hill,27485,High
Jacksons,27486,High
Jadden,27487,High
Janney,27488,High
Jarretts,27489,High
Jasonville,27490,High
Jay City,27491,High
Jenkinsville,27492,High
Jessup,27493,High
Jewell Village,27494,High
Jockey,27495,High
Jolietville,27496,High
Jolleyville,27497,High
Judah,27498,High
Judyville,27499,High
Kalorama Park,27500,High
Julietta,27501,High
Kanata Manayunk,27502,High
Kappa Corner,27503,High
Kasson,27504,High
Kendallville,27505,High
Kennard,27506,High
Kenneth,27507,High
Kentwood,27508,High
Kercheval,27509,High
Kewanna,27510,High
Keystone Manor,27511,High
Keytsville,27512,High
Kiley,27513,High
Kilmore,27514,High
Kimmell,27515,High
Kinder,27516,High
Kings Store,27517,High
Kingsbury,27518,High
Kingsford Heights,27519,High
Kirklin,27520,High
Kirkpatrick,27521,High
Kirschs Corner,27522,High
Kitchel,27523,High
Kitt,27524,High
Klaasville,27525,High
Kitterman Corners,27526,High
Klemmes Corner,27527,High
Knarr Corner,27528,High
Knight Ridge,27529,High
Knighthood Grove,27530,High
Knighthood Village,27531,High
Knightstown,27532,High
Knightsville,27533,High
Kniman,27534,High
Knollton Heights,27535,High
Koleen,27536,High
Koontz Lake,27537,High
Kossuth,27538,High
Kouts,27539,High
Kratzville,27540,High
Kreitzburg,27541,High
Kriete Corner,27542,High
Kurtz,27543,High
Kyana,27544,High
La Fontaine,27545,High
La Paz,27546,High
La Paz Junction,27547,High
Ladoga,27548,High
Lacy,27549,High
Lagrange,27550,High
Lagro,27551,High
Lake Bruce,27552,High
Lake Cicott,27553,High
Lake Dalecarlia,27554,High
Lake Eliza,27555,High
Lake Grange,27556,High
Lake Hills,27557,High
Lake James,27558,High
Lake Mill,27559,High
Lake Station,27560,High
Lake Wood,27561,High
Lake On The Green,27562,High
Lakes Of The Four Seasons,27563,High
Laketon,27564,High
Lakeview Spring,27565,High
Lalimere,27566,High
Lanam,27567,High
Landess,27568,High
Langoons,27569,High
Lantana Estate,27570,High
Laotto,27571,High
Landersdale,27572,High
Lap Corner,27573,High
Lapel,27574,High
Lapland,27575,High
Larimer Hill,27576,High
Larwill,27577,High
Laud,27578,High
Lancaster Park,27579,High
Lamong,27580,High
Lauer,27581,High
Laughery Switch,27582,High
Laugheryville,27583,High
Lawrenceburg,27584,High
Lawrenceburg Junction,27585,High
Lawrenceport,27586,High
Leases Corner,27587,High
Leavenworth,27588,High
Legendary Hills,27589,High
Leisure,27590,High
Leiters Ford,27591,High
Lena Park,27592,High
Leo-Cedarville,27593,High
Leonard Springs,27594,High
Leopold,27595,High
Leota,27596,High
Letts,27597,High
Letts Corner,27598,High
Lettsville,27599,High
Lewis Creek,27600,High
Liber,27601,High
Liberal,27602,High
Liberty Center,27603,High
Liberty Corners,27604,High
Liberty Hills,27605,High
Liberty Mills,27606,High
Ligonier,27607,High
Lilly Dale,27608,High
Lincoln City,27609,High
Lincoln Pioneer Village,27610,High
Lincolnville,27611,High
Linkville,27612,High
Linn Grove,27613,High
Linnsburg,27614,High
Lippe,27615,High
Little Acre,27616,High
Little Charlie,27617,High
Little Point,27618,High
Little Saint Louis,27619,High
Littles,27620,High
Livonia,27621,High
Lizton,27622,High
Loafers Station,27623,High
Locust Point,27624,High
Log Cabin Crossroads,27625,High
Logansport,27626,High
London Heights,27627,High
Long Lake Island,27628,High
Long Run,27629,High
Longview Beach,27630,High
Longwood Crossing,27631,High
Losantville,27632,High
Lottaville,27633,High
Lottick Corner,27634,High
Lower Sunset Park,27635,High
Lowman Corner,27636,High
Lowmandale,27637,High
Ludwig Park,27638,High
Luray,27639,High
Luxhaven,27640,High
Lydick,27641,High
Lyford,27642,High
Lyles,27643,High
Mackie,27644,High
Macy,27645,High
Madalline,27646,High
Magee,27647,High
Magley,27648,High
Magnetic Springs,27649,High
Mahalasville,27650,High
Mahan Crossing,27651,High
Mahon,27652,High
Majenica,27653,High
Makin,27654,High
Maltersville,27655,High
Manilla,27656,High
Manor Woods,27657,High
Maple Lane,27658,High
Maple Valley,27659,High
Maples,27660,High
Mapleton Corner,27661,High
Marble Hill,27662,High
Mardenis,27663,High
Marineland Gardens,27664,High
Marion Heights,27665,High
Marion Mills,27666,High
Markland,27667,High
Markle,27668,High
Marian Manor,27669,High
Mariah Hill,27670,High
Markleville,27671,High
Marlin Hills,27672,High
Marrs Center,27673,High
Markles,27674,High
Marshfield,27675,High
Martin Heights,27676,High
Massacre,27677,High
Matamoras,27678,High
Mattix Corner,27679,High
Mauckport,27680,High
Mauzy,27681,High
Max,27682,High
Maxinkuckee,27683,High
Mayflower Meadows,27684,High
Maysville Crossing,27685,High
Mccarty,27686,High
Mccol Place,27687,High
Mccool,27688,High
Mccordsville,27689,High
Mccoysburg,27690,High
Mccutchanville,27691,High
Mcgary,27692,High
Mcgrawsville,27693,High
Mcnatts,27694,High
Mcquinn Estates,27695,High
Meadow Shores Park,27696,High
Medaryville,27697,High
Medford,27698,High
Meiks,27699,High
Mellott,27700,High
Melody Hill,27701,High
Meltzer,27702,High
Mentor,27703,High
Meridian Hills,27704,High
Merom,27705,High
Merom Station,27706,High
Merrick,27707,High
Messick,27708,High
Metea,27709,High
Mexico,27710,High
Miami Bend,27711,High
Miami Trails Addition,27712,High
Michaelsville,27713,High
Michiana Shores,27714,High
Michigan City,27715,High
Michigantown,27716,High
Mickleyville,27717,High
Middle Branch,27718,High
Middleboro,27719,High
Middlefork,27720,High
Middletown Park,27721,High
Midland Junction,27722,High
Midway Corners,27723,High
Mier,27724,High
Mifflin,27725,High
Milan Center,27726,High
Miles Point,27727,High
Milford Junction,27728,High
Millersport,27729,High
Millgrove,27730,High
Millhousen,27731,High
Milners Corner,27732,High
Mineral City,27733,High
Minshall,27734,High
Moberly,27735,High
Mixersville,27736,High
Monitor,27737,High
Mongo,27738,High
Monon,27739,High
Monoquet,27740,High
Monroe Manor,27741,High
Monte Cassino Shrine,27742,High
Monterey Village,27743,High
Montezuma Station,27744,High
Montmorenci,27745,High
Moonlight,27746,High
Moonville,27747,High
Mooreland,27748,High
Moores Hill,27749,High
Moorestown,27750,High
Morocco,27751,High
Morvins Landing,27752,High
Morgan Park,27753,High
Mott Station,27754,High
Mound Haven,27755,High
Mount Ayr,27756,High
Mount Comfort,27757,High
Mount Etna,27758,High
Mount Healthy,27759,High
Mount Lawn,27760,High
Mount Liberty,27761,High
Mount Meridian,27762,High
Mount Olympus,27763,High
Mount Summit,27764,High
Mount Zion Corner,27765,High
Mounts,27766,High
Mud Center,27767,High
Mudlavia Springs,27768,High
Muren,27769,High
Musquabuck Park,27770,High
Nabb,27771,High
Nappanee,27772,High
Navilleton,27773,High
Nead,27774,High
Neavill Grove,27775,High
Nebraska,27776,High
Neff Corner,27777,High
Negangards Corner,27778,High
Nevada Mills,27779,High
New Albany,27780,High
New Alsace,27781,High
New Amsterdam,27782,High
New Baltimore,27783,High
New Britton,27784,High
New Brunswick,27785,High
New Burlington,27786,High
New Carlisle,27787,High
New Carrollton,27788,High
New Corydon,27789,High
New Columbus,27790,High
New Discovery,27791,High
New Elizabethtown,27792,High
New Elliott,27793,High
New Farmington,27794,High
New Frankfort,27795,High
New Goshen,27796,High
New Lancaster,27797,High
New Lisbon,27798,High
New Marion,27799,High
New Maysville,27800,High
New Middletown,27801,High
New Mount Pleasant,27802,High
New Paris,27803,High
New Pekin,27804,High
New Pennington,27805,High
New Pittsburg,27806,High
New Richmond,27807,High
New Ross,27808,High
New Salisbury,27809,High
New Santa Fe,27810,High
New Trenton,27811,High
New Unionville,27812,High
New Washington,27813,High
New Waverly,27814,High
New Whiteland,27815,High
New Winchester,27816,High
Newark Village,27817,High
Newburgh,27818,High
Newland,27819,High
Newry,27820,High
Newton Stewart,27821,High
Newville Center,27822,High
Nibbyville,27823,High
Nineveh,27824,High
Nisbet,27825,High
Noblesville,27826,High
Norma Jean Addition,27827,High
Normanda,27828,High
North Anderson,27829,High
North Augusta Addition,27830,High
North Columbus,27831,High
North Belleville,27832,High
North Crane,27833,High
North Crows Nest,27834,High
North Grove,27835,High
North Hayden,27836,High
North Highland,27837,High
North Indianapolis,27838,High
North Judson,27839,High
North Liberty,27840,High
North Manchester,27841,High
North Marion,27842,High
North Oaks,27843,High
North Ogilville,27844,High
North Ridge Village,27845,High
North Salem,27846,High
North Union,27847,High
North Terre Haute,27848,High
North Vernon,27849,High
North Webster,27850,High
Northcliff,27851,High
Northern Beach,27852,High
Northern Meadows,27853,High
Northfield Village,27854,High
Norths Landing,27855,High
Northwest Manor,27856,High
Northwood Park,27857,High
Nortonburg,27858,High
Nulltown,27859,High
Numa,27860,High
Nyesville,27861,High
Oak Lodge,27862,High
Oak Tree Crossroads,27863,High
Oakland City,27864,High
Oakland City Junction,27865,High
Oaklandon,27866,High
Oaktown,27867,High
Oakwood Park,27868,High
Oatsville,27869,High
Ober,27870,High
Occident,27871,High
Ockley,27872,High
Odon,27873,High
Ogden Dunes,27874,High
Ogilville,27875,High
Old Adamsboro,27876,High
Old Bargersville,27877,High
Old Bath,27878,High
Old Halfway,27879,High
Old Hill,27880,High
Old Milan,27881,High
Old Pekin,27882,High
Old Saint Louis,27883,High
Old Tip Town,27884,High
Olean,27885,High
Onward,27886,High
Oolitic,27887,High
Orchard Highlands,27888,High
Orestes,27889,High
